tipo,unidad,clase,descripcion,modelo,proveedor1,moneda1,fecha1,proveedor2,precio2,fecha2,proveedor3,precio3,fecha3,precio1,marca,moneda2,moneda3
ACCESORIOS Y CONSUMIBLES,Pza,material,"Burndy Molde Para Cable Cruzado 4/0 AWG, B443",10047676,ACOMEE,MXN,09/10/2024,,0,,,0,,3.835,BurndyWeld,,
TUBERIA CONDUIT,mts,material,"Cable monopolar calibre 2 AWG THHW-LS 90 �C, 600V color verde",SLG853,BRICOS (MAYOREO ELECTRICO),MXN,18/02/2026,IMPULSORA,0,09/09/2025,,0,,160,Viakon,MXN,
GABINETES Y COMPONENTES,Pza,equipos y componentes,Cerradura con llave para puerta de gabinete,UUHPL,,,,,0,,,0,,12,Hoffman,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,Clema De Paso WDU 70N/35,9512190000,ACOMEE,MXN,04/02/2025,,0,,,0,,310,WEIDM�LLER,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,"Conector Frontal, 20 pole, born.tor.",6ES7392-1AJ00-0AA0,,,,,0,,,0,,0,SIEMENS,,
GABINETES Y COMPONENTES,Kit,equipos y componentes,Terminales Para Arrancador Suave Tipo PSTX470 (2 x 4/0 - 450) paq. de 3 pza,1SDA023380R1,,,,,0,,,0,,0,ABB,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,Platina Metalica Para Montaje 400X400MM P/Gabinete NSYCRN44200,NSYMM44,BRICOS (MAYOREO ELECTRICO),MXN,24/04/2025,ACOMEE,0,05/10/2024,,0,,220,Schneider,MXN,
GABINETES Y COMPONENTES,Pza,equipos y componentes,"Arrancador PowerFlex 755 De Frecuencia Variable VFD 30 HP's, 480VAC, 52amp, Frame 4",20G11ND052JA0NNNNN,,,,,0,,,0,,0,Allen Bradley,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,"Angulo Combinado Para Series VX, TS",4540000,BRICOS (MAYOREO ELECTRICO),MXN,30/08/2024,,0,,,0,,705,Rittal,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,Power Supply (24/28vdc 20amp) 480W,1606-XLS480E-3,RISOUL,USD,06/03/2026,,0,,,0,,797,Allen Bradley,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,Modulo De Expansion De Derecha A Izquierda 1500,1769-CRL1,RISOUL,USD,05/02/2025,,0,,,0,,202,Allen Bradley,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,Clema de tierra tipo WPE 4 con conexi�n brida tornillo,1010100000,BRICOS (MAYOREO ELECTRICO),MXN,29/01/2026,ACOMEE,0,06/02/2025,,0,,58,WEIDM�LLER,MXN,
CONDULETS Y ACCESORIOS,Pza,material,"Conector Conduit de PVC Uso Pesado de 1/2"" C/Tuerca",CONPT13,,,,,0,,,0,,0,DEPLAYUSA,,
ACCESORIOS Y CONSUMIBLES,Pza,material,Cincho Mediano2 de 3.6 X 290mm(11.4�) de Nylon Color Natural (paquete C/1000),PLT3I-M,BRICOS (MAYOREO ELECTRICO),MXN,06/02/2025,SYSCOM,0,20/03/2026,,0,,3,Panduit,MXN,
CABLES DE CONTROL,mts,material,"Cable Control Flexible JZ-500, 04x20 AWG (0.5mm), PVC/PVC GRIS, 500 V 80C,CE/VDE",10004,CLAUSSEN,USD,14/11/2024,,0,,,0,,0,HELUKABEL,,
,,,,,,,,,0,,,0,,0,,,
GABINETES Y COMPONENTES,Kit,equipos y componentes,"SINAMICS G120, Juego para montaje en Puerta IP55/UL Tipo 12 para Intelligent Operator Panel IOP (IP54), IOP-2 (IP55) y Basic Operator Panel BOP-2(IP55); Incluye Junta, Material de fijaci�n y cable de conexion (5 M)",6SL3256-0AP00-0JA0,wesco,MXN,11/08/2025,,0,,,0,,736,SIEMENS,,
,,,,,,,,,0,,,0,,0,,,
CONDULETS Y ACCESORIOS,Pza,material,"Conector Recto de Aluminio de 1/2"" P/Tubo Flexible Licuatite Con Recubrimiento De PVC y Uretano Amarillo",RYC-ST50AL,RISOUL,MXN,20/03/2026,,0,,,0,,327,Repsa,,
,,,,,,,,,0,,,0,,0,,,
ACCESORIOS Y CONSUMIBLES,Pza,material,Sellador Cortafuego FS-ONE MAX 10.1OZ CA,2101531,HILTI,MXN,05/01/2026,,0,,,0,,1,HILTI,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,"Bateria Sellada Libre de Mantenimiento Para UPS, 12V 146Ah",UPS12-545PLP,SCEI,USD,20/12/2024,,0,,,0,,295,Pure Lead Plus,,
ACCESORIOS Y CONSUMIBLES,Pza,material,"Cinta Teflon Para Gas Argos 12mm (1/2"" x 13mts)",9750091,Ferremayoreo Elizondo,MXN,19/11/2024,,0,,,0,,10,Argos,,
,,,,,,,,,0,,,0,,0,,,
CONDULETS Y ACCESORIOS,mts,material,"Tubo flexible LICUATITE de 1""",2ELTV02501/ 99001,BRICOS (MAYOREO ELECTRICO),MXN,13/02/2026,,0,,,0,,49,Tmf,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,Cable Para Lampara de Gabinete.,2500420,MEISA (MONTERREY ELECTRICO INDUSTRIAL SA de CV),MXN,12/11/2024,,0,,,0,,950,Rittal,,
,,,,,,,,,0,,,0,,0,,,
,,,,,,,,,0,,,0,,0,,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,Terminal Tipo Tornillo RTB 6 Pines Compact I/O,5069-RTB6-SCREW,RISOUL,USD,09/02/2026,,0,,,0,,23,Allen Bradley,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,Zocalo frontal/trasero VX25/TS8 de 800X100,8640003,MEISA (MONTERREY ELECTRICO INDUSTRIAL SA de CV),MXN,02/05/2024,ACOMEE,0,05/11/2024,,0,,1.177,Rittal,MXN,
GABINETES Y COMPONENTES,Pza,equipos y componentes,Clip De Retenci�n Para Base De Relevador,97.P1SPA,ACOMEE,MXN,03/03/2025,,0,,,0,,75,Finder,,
CONDULETS Y ACCESORIOS,Tramo,material,"Tubo CPVC Cedula 80 De 1"" x 6.10 mts Largo",C80-010C,PVC G3,MXN,15/04/2025,,0,,,0,,671,SERROT,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,Disyuntor De Motor Termomagnetico 0.63-1.0A,GV2ME05,BRICOS (MAYOREO ELECTRICO),MXN,27/11/2024,,0,,,0,,1.342,Schneider,,
,,,,,,,,,0,,,0,,0,,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,Torre se�alizacion - modulo de luz roja 120 VAC incluye led KL70--342R ABB,1SFA616070R3421,MEISA (MONTERREY ELECTRICO INDUSTRIAL SA de CV),MXN,24/07/2024,ACOMEE,0,09/12/2025,,0,,1.26,ABB,MXN,
,,,,,,,,,0,,,0,,0,,,
ACCESORIOS ACERO INOXIDABLE,Pza,material,"Valvula de Bola Parker de Acero Inoxidable Serie B Hembra NPT de 1/2 pulg. 2 Vias, 6000 PSI, Sello PCTFE",8F-B8LJ2-SSP,pahusa,MXN,07/05/2025,,0,,,0,,3.9,Parker,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,"Fusible Tipo Europeo Para XLP y OS de 63A tipo gG/500V, 120kA, NH000",OFAF000H63,MEISA (MONTERREY ELECTRICO INDUSTRIAL SA de CV),MXN,22/10/2024,,0,,,0,,200,ABB,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,"Adaptador OM Con Cables De Conexi�n, 65A 690V AWG 6 55X208MM",9340430,BRICOS (MAYOREO ELECTRICO),MXN,13/10/2025,,0,,,0,,660,Rittal,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,Switch Administrable 5200 De 4 Puertos De Cobre y 2 SFP Slots,1783-CMS6B,RISOUL,USD,17/04/2025,,0,,,0,,1.145,Allen Bradley,,
,,,,,,,,,0,,,0,,0,,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,Fuente de alimentaci�n 120VAC/24DC / 3A 72W,1469470000,ACOMEE,MXN,06/03/2026,,0,,,0,,1.9,WEIDM�LLER,,
,,,,,,,,,0,,,0,,0,,,
,,,,,,,,,0,,,0,,0,,,
CONDULETS Y ACCESORIOS,Pza,material,"Tuerca Union Conduit Hembra 3/4"" De Aluminio P/Areas Peligrosas, UNF205SA",UNF205 SA,BRICOS (MAYOREO ELECTRICO),MXN,20/03/2026,ACOMEE,0,20/09/2024,,0,,379,Crouse Hinds,MXN,
CONDULETS Y ACCESORIOS,Pza,material,"Conector Recto Metalico de 2-1/2"" Para Tubo Flexible Licuatite, ELT-250",4900400,BRICOS (MAYOREO ELECTRICO),MXN,01/07/2025,,0,,,0,,473,Crouse Hinds,,
ACCESORIOS PARA CABLES,Pza,material,"Conector Jack RJ45 Estilo TG, Mini-Com, Categoria 6, de 8 posiicones y 8 cables, color azul",CJ688TGBU,SYSCOM,MXN,09/10/2024,,0,,,0,,213,Panduit,,
FIBRA OPTICA Y ACCESORIOS,Pza,material,"Jumper LC-LC Multimodo 50/125 OM3 Duplex de 1m, Riser, de 2mm",OPJULCPLCP55D0010RI2,Fibremex,USD,20/02/2025,,0,,,0,,20,Optronics,,
,,,,,,,,,0,,,0,,0,,,
,,,,,,,,,0,,,0,,0,,,
CABLES DE FUERZA,mts,material,"Cable Monopolar Calibre 12 AWG THHW-LS 90 �C, 600V Color Blanco",SLB444,BRICOS (MAYOREO ELECTRICO),MXN,05/02/2026,,0,,,0,,17,Viakon,,
,,,,,,,,,0,,,0,,0,,,
ACCESORIOS Y CONSUMIBLES,Lts,material,"Aire Comprimido Tornado, 660 ml",7.50E+12,Steren,MXN,06/03/2026,,0,,,0,,190,Steren,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,"Variador Powerflex 755,480 VCA Tipo Abierto-Sin HIM-Con Filtro CE-Con Transistor",20G11ND027JA0NNNNN,RISOUL,USD,29/01/2026,,0,,,0,,4.605,Allen Bradley,,
CABLES DE FUERZA,mts,material,"Cable Uso Inversor Calibre 10 AWG Color Negro, 2YSLCY-JB 4 G 6.0",1136453,BRICOS (MAYOREO ELECTRICO),MXN,25/03/2025,,0,,,0,,253,OLFLEX�,,
ACCESORIOS Y CONSUMIBLES,Pza,material,"Cincho Mediano StrongHold�, 2.5mmX200mm (7.87�), Color Natural (paquete C/100)",S8-18-C,SYSCOM,MXN,05/01/2026,,0,,,0,,65,Panduit,,
,,,,,,,,,0,,,0,,0,,,
,,,,,,,,,0,,,0,,0,,,
,,,,,,,,,0,,,0,,0,,,
,,,,,,,,,0,,,0,,0,,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,"Gabinete de fibra de vidrio 100 X 80 X 30 cm, IP66, Nema 3 ; Nema 3R; Nema 4 ; Nema 4X; Nema 12 ; Nema 13",UU1008030,RISOUL,USD,05/09/2024,,0,,,0,,1.12,Hoffman,,
,,,,,,,,,0,,,0,,0,,,
CABLES DE FUERZA,mts,material,"Cable monopolar calibre 4 AWG THHW-LS 90 �C, 600V color negro",SLYW16,BRICOS (MAYOREO ELECTRICO),MXN,14/07/2025,,0,,,0,,89,Viakon,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,"Interruptor Termomagnetico 3X250 amp Conexion A Zapatas Marco J, 18KA 480V",JDL36250,BRICOS (MAYOREO ELECTRICO),MXN,01/07/2025,ACOMEE,0,25/09/2024,ALCIONE,0,25/09/2024,27.445,SquareD,MXN,MXN
GABINETES Y COMPONENTES,Pza,equipos y componentes,Mini interruptor termomagn�tico de 1 Polo y 3A,1492-SPM1C030,RISOUL,USD,09/12/2025,,0,,,0,,35,Allen Bradley,,
,,,,,,,,,0,,,0,,0,,,
,,,,,,,,,0,,,0,,0,,,
,,,,,,,,,0,,,0,,0,,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,"Cabezal boton pulsador momentaneo no iluminado, color azul, 22mm",1SFA611100R1104,ACOMEE,MXN,03/04/2025,,0,,,0,,265,ABB,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,Modulo de 16 Enteradas Digitales De Contrologix 19-30 VCD Allen-Bradley,1756-IB16,RISOUL,USD,06/02/2026,,0,,,0,,453,Allen Bradley,,
,,,,,,,,,0,,,0,,0,,,
CABLES DE CONTROL,mts,material,"Cable de extensi�n para termopar tipo J, 2x16 Revestido de Fibra de Vidrio Temp. Max. 450 Grados centigrados",F16-JX-GG,,,,,0,,,0,,0,EIM,,
,,,,,,,,,0,,,0,,0,,,
CONDULETS Y ACCESORIOS,Pza,material,"Condulet LB Serie 3 Con Tapa de 1"",LB-33",12143076,BRICOS (MAYOREO ELECTRICO),MXN,20/03/2026,ACOMEE,0,05/10/2024,ALCIONE,0,05/10/2024,85,Crouse Hinds,MXN,MXN
,,,,,,,,,0,,,0,,0,,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,Módulos De Entrada Analógica De 16 Puntos O Source Micrologix,1769-IF16C,RISOUL,USD,22/01/2026,,0,,,0,,0,Allen Bradley,,
,,,,,,,,,0,,,0,,0,,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,Gabinete Met�lico con platina y zoclo 1200X800X300mm,MAS1208030R5,RISOUL,USD,27/03/2026,,0,,,0,,315,Hoffman,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,Compacto-bot�n no iluminado rasante color rojo �22 mm,CP1-10R-11,MEISA (MONTERREY ELECTRICO INDUSTRIAL SA de CV),MXN,10/11/2023,,0,,,0,,259,ABB,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,"Interruptor De Caja Moldeada De 125A, 65kA A 480V, Frame G.",140G-G6C3-D12,RISOUL,USD,21/10/2025,,0,,,0,,1.825,Allen Bradley,,
VALVULAS E INSTRUMENTOS,Pza,equipos y componentes,"V�lvula de Globo De 3"", 3 v�as, Con Actuador Electr�nico, AC/DC 24V, Control: MFT = Configurable,",G780+AVKX24-MFT,AIROVAC,USD,14/05/2025,,0,,,0,,1.85,Belimo,,
,,,,,,,,,0,,,0,,0,,,
CONDULETS Y ACCESORIOS,Pza,material,"Condulet T serie 3 con tapa de 2-1/2""",T73,BRICOS (MAYOREO ELECTRICO),MXN,29/08/2025,,0,,,0,,792,NEWCOND,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,"Platina para gabinete NEMA 3R, 940 X 737 mm",A40P30,RISOUL,USD,06/02/2026,,0,,,0,,280,Hoffman,,
FIBRA OPTICA Y ACCESORIOS,Pza,material,"Holder Para Conector Mecanico SC cables 900um, 2mm, 3mm, 2x3mm",OPCOMESCUMULUNAZHO,Fibremex,USD,20/02/2025,,0,,,0,,45.689,Optronics,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,Chasis De 13 Ranuras Para Contrologix,1756-A13,RISOUL,USD,30/11/2024,,0,,,0,,795,Allen Bradley,,
,,,,,,,,,0,,,0,,0,,,
CONDULETS Y ACCESORIOS,Pza,material,Cople Conduit De 3/4 Para Tuberia Pared Delgada,461/ 650406,BRICOS (MAYOREO ELECTRICO),MXN,10/07/2025,,0,,,0,,11,Crouse Hinds,,
,,,,,,,,,0,,,0,,0,,,
HERRAJES DE FIJACI�N,Pza,material,"Abrazadera tipo pera de 1-1/2"",CPC-5",4900419,ALCIONE,MXN,29/01/2025,,0,,,0,,15,Crouse Hinds,,
,,,,,,,,,0,,,0,,0,,,
HARDWARE Y SOFTWARE,Licencia,equipos y componentes,RSlinx Classic Single Node,9324-RLD,RISOUL,USD,07/12/2024,,0,,,0,,831,Allen Bradley,,
CONDULETS Y ACCESORIOS,Pza,material,"Reducci�n bushing de aluminio de 2"" a 1-1/4""",RE64,BRICOS (MAYOREO ELECTRICO),MXN,22/07/2024,,0,,,0,,335,Crouse Hinds,,
CONDULETS Y ACCESORIOS,Pza,material,"Condulet LR serie 7 con tapa de 1-1/2""",LR57CG/ 640634,BRICOS (MAYOREO ELECTRICO),MXN,06/02/2025,,0,,,0,,836,Crouse Hinds,,
,,,,,,,,,0,,,0,,0,,,
GABINETES Y COMPONENTES,Jgo,equipos y componentes,"Juego De 2 Tapas Laterales Para Gabinete, Serie VX25.",8700050,MEISA (MONTERREY ELECTRICO INDUSTRIAL SA de CV),MXN,12/11/2024,,0,,,0,,13.5,Rittal,,
,,,,,,,,,0,,,0,,0,,,
,,,,,,,,,0,,,0,,0,,,
,,,,,,,,,0,,,0,,0,,,
HARDWARE Y SOFTWARE,Licencia,equipos y componentes,FactoryTalk View Studio Enterprise Perpetual (COSTO UNICO).,9701M-VWSTDENTT61,RISOUL,USD,03/03/2025,,0,,,0,,3.005,Allen Bradley,,
ACCESORIOS ACERO INOXIDABLE,Pza,material,"Reduccion Bushing Acero Inoxidable de 2� NPT a 1� NPT, 3000Lbs","TG-RedBushSS/2"".1""",CMINOX,MXN,05/05/2025,,0,,,0,,430,Sin Especificar,,
,,,,,,,,,0,,,0,,0,,,
CONDULETS Y ACCESORIOS,Pza,material,"Niple Galvanizado Rosca Corrida De 2"" para agua, gas y vapor",CG-476,EL FERRETERO,MXN,27/08/2024,,0,,,0,,30,Foset,,
,,,,,,,,,0,,,0,,0,,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,"Relevador de Sobrecarga Trifasico, 440VCA, 1.5-2HP, 3.1-4.2A, TF42-4.2",1SAZ721201R1035,MEISA (MONTERREY ELECTRICO INDUSTRIAL SA de CV),MXN,13/12/2024,,0,,,0,,515,ABB,,
,,,,,,,,,0,,,0,,0,,,
CABLES DE FUERZA,mts,material,"Cable Uso Inversor Calibre 4X4 AWG (4X25.0 MM2), Temp. Max. 70�C, V Max. 1kv, Servo 2YSLCY-JB",36431,BRICOS (MAYOREO ELECTRICO),MXN,06/02/2025,,0,,,0,,914,OLFLEX�,,
,,,,,,,,,0,,,0,,0,,,
CABLE PARA SISTEMA DE TIERRAS,mts,material,Cable monopolar desnudo AWG 2,DESNUDOSEM2,TRC,USD,29/08/2023,,0,,,0,,5,General Cable,,
ACCESORIOS Y CONSUMIBLES,Bolsa,material,Tuerca Hexagonal de Acero Electrogalvanizado de 1/4'',4900463,BRICOS (MAYOREO ELECTRICO),MXN,21/09/2024,,0,,,0,,44,Crouse Hinds,,
,,,,,,,,,0,,,0,,0,,,
GABINETES Y COMPONENTES,Pza,instrumento,"Sensor de presion ABS anal�gico para vapor, fluido y liquido, 24 VDC, 0 a 10kgf/cm�, G1/2",TPS20-A26P2-00,,,,,0,,,0,,0,AUTONICS,,
,,,,,,,,,0,,,0,,0,,,
,,,,,,,,,0,,,0,,0,,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,Porta etiquetas SCHT5S para grupo de clemas,1631930000,BRICOS (MAYOREO ELECTRICO),MXN,26/03/2026,ACOMEE,0,21/05/2025,,0,,16,WEIDM�LLER,MXN,
,,,,,,,,,0,,,0,,0,,,
,,,,,,,,,0,,,0,,0,,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,Sensor De Presion Con Membrana Aflorante y Con Pantalla,PI2897,Ifm Efector,MXN,14/01/2025,,0,,,0,,16.274,Ifm Efector,,
,,,,,,,,,0,,,0,,0,,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,"Arrancador VFD Powerflex 753 De 100 HP, 480 VAC, Trifasico @156A",20F14ND156JA0NNNNN,RISOUL,,,,0,,,0,,0,Allen Bradley,,
TUBERIA CONDUIT,Pza,material,"Codo Conduit De Aluminio Con Recubrimiento De PVC De 2"", CH.",3341595/ 1617414,BRICOS (MAYOREO ELECTRICO),MXN,14/07/2025,,0,,,0,,6.27,Crouse Hinds,,
,,,,,,,,,0,,,0,,0,,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,L�mpara para gabinete,EV1002,,,,,0,,,0,,0,ABB,,
GABINETES Y COMPONENTES,Kit,equipos y componentes,"Kit de Montaje (Transformer accessory, mounting bracket, floor, for M and J)",7400FMB,,,,,0,,,0,,0,SquareD,,
,,,,,,,,,0,,,0,,0,,,
,,,,,,,,,0,,,0,,0,,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,"Interruptor Termomagnetico PowerPacT H, de 40Amp, 3 polos, 25kA a 600V, I-Line",HJA36040,BRICOS (MAYOREO ELECTRICO),MXN,24/01/2025,,0,,,0,,9.817,SquareD,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,"Banco de Baterias, tiempo de respaldo 26min. para UPS-IND RP 1103, 480V.",TG-BBat26min-RP1103,Industronic,USD,06/06/2025,,0,,,0,,705,Industronic,,
CONDULETS Y ACCESORIOS,Pza,material,"Reduccion bushing de aluminio de 3"" a 2""",RE86/ 10092,BRICOS (MAYOREO ELECTRICO),MXN,29/08/2025,,0,,,0,,741,Crouse Hinds,,
TIERRAS FISICAS Y PARARRAYOS,Pza,material,Molde Exotermico Conexion A Placa Horizontal Tipo HS Cal 2/0,HSC2G,ELECTRICA RIMAR,USD,13/03/2025,,0,,,0,,160,Viakon,,
TUBERIA CONDUIT,Pza,material,"Cople Para Tubo Conduit De Aluminio Con Recubrimiento de PVC de 2"", Cople Al 2� DBR.",3310025,BRICOS (MAYOREO ELECTRICO),MXN,14/07/2025,,0,,,0,,832,Crouse Hinds,,
CONDULETS Y ACCESORIOS,Pza,material,Caja de Registro tipo Condulet GUAT de Aluminio Con Recubrimiento de PVC de 1-1/4 para Areas Peligrosas A prueba de Explosion Serie GUA,GUAT-49 DBR,BRICOS (MAYOREO ELECTRICO),MXN,13/09/2024,,0,,,0,,5.665,Crouse Hinds,,
,,,,,,,,,0,,,0,,0,,,
CABLES DE FUERZA,mts,material,"Cable Monopolar Calibre 2 AWG THW-LS/THHW-LS 600V, Color Verde. GC",C15CE00002PAVE,,,,,0,,,0,,0,General Cable,,
CONDULETS Y ACCESORIOS,Pza,material,Caja de Registro Tipo Condulet GUAB de Aluminio de 3/4 para Areas Peligrosas /A Prueba de Explosion Serie GUA,GUAB-26,BRICOS (MAYOREO ELECTRICO),MXN,04/11/2025,,0,,,0,,888,Crouse Hinds,,
,,,,,,,,,0,,,0,,0,,,
GABINETES Y COMPONENTES,Jgo,equipos y componentes,Juego De 2 Tapas Laterales Para Gabinete met�lico de 2000x1000x800 mm. (Marca HOF),P2CS208,,,,,0,,,0,,0,Hoffman,,
HERRAJES DE FIJACI�N,Pza,material,Taquete arpon galvanizado de 3/8� X 3�,AA 38 300,SYSCOM,MXN,09/10/2024,,0,,,0,,15,ANCLO,,
TUBERIA CONDUIT,Tramo,material,"Tubo conduit pared delgada de acero galvanizado sin rosca de 1""",RY-TCPD-Gal-SR-1,SURTIDOR ELECTRICO,MXN,05/09/2024,,0,,,0,,215,Rymco,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,Guarda motor (manual motor starter) 10...16A,MS132-16,MEISA (MONTERREY ELECTRICO INDUSTRIAL SA de CV),MXN,02/05/2024,,0,,,0,,1.542,ABB,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,Arrancador De Frecuencia Variable VFD 20 HP'S TRIFASICO 460V IP20 EMC Categoria C3 R3,ACS180-045-033A-4,MEISA (MONTERREY ELECTRICO INDUSTRIAL SA de CV),USD,06/10/2024,,0,,,0,,1.127,ABB,,
,,,,,,,,,0,,,0,,0,,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,"Panel View HMI 7� WVGA Touch Screen, RS422/485 y RS232, 24VCC. 15MB Memoria. Ethernet, USB Device, slot tarjeta SD.",GS2107-WTBD-N,ULTATEK,USD,09/07/2024,,0,,,0,,489,MITSUBISHI,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,Terminal HMI 12 Pulg W Basico,HMIST6600,BRICOS (MAYOREO ELECTRICO),MXN,22/10/2024,,0,,,0,,33.55,Schneider,,
CONDULETS Y ACCESORIOS,Pza,material,"Conector Myer De 3/4 serie STA para �reas peligrosasClase 1 Div.2, Clase 2 Div.1 y 2, Clase 3 de Aluminio.",STA2,BRICOS (MAYOREO ELECTRICO),MXN,10/04/2025,,0,,,0,,225,Crouse Hinds,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,"Guardamotor Trifasico, 440VCA, 1.5-2HP, 2.5-4.0A, MS132-4.0",1SAM350000R1008,MEISA (MONTERREY ELECTRICO INDUSTRIAL SA de CV),MXN,30/08/2024,,0,,,0,,1.348,ABB,,
CABLES DE CONTROL,mts,material,Cable flexible de control Multiconductor 6x16 VV-K,6106015,NORDEN KABEL,USD,31/10/2024,,0,,,0,,45.293,RCT,,
CABLES DE COMUNICACI�N,Pza,material,"Fibra Optica de 0.5 mts, es para la comunicaci�n que sale del modulo FX5-40SSC-S hacia el Servoamplificdor",MR-J3BUS1M,ULTATEK,USD,09/07/2024,,0,,,0,,111,MITSUBISHI,,
CHAROLAS Y ACCESORIOS,Tramo,material,"Tramo Recto De Charola De 12"" (3.6 mts)",CHZ-120918A,Soportes Electricos,MXN,15/08/2025,,0,,,0,,835,Soportes El�ctricos,,
CABLE PARA SISTEMA DE TIERRAS,mts,material,"Cable Desnudo Calibre 2 AWG, 7H De Cobre Semiduro, Clase A.VK",QX29,BRICOS (MAYOREO ELECTRICO),MXN,12/03/2025,,0,,,0,,100,Viakon,,
,,,,,,,,,0,,,0,,0,,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,"Interruptor Electronico PowerPacT M, De 300A a 800A, 3 polos, 25kA a 600V, I-Line",MJA36800E10,BRICOS (MAYOREO ELECTRICO),MXN,06/02/2025,,0,,,0,,61.05,SquareD,,
,,,,,,,,,0,,,0,,0,,,
,,,,,,,,,0,,,0,,0,,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,"Variador Powerflex 525, 32A, 10HP, 240VCA",25B-B032N104,RISOUL,USD,07/11/2025,,0,,,0,,1.82,Allen Bradley,,
CONDULETS Y ACCESORIOS,Pza,material,"Compuesto Sellador Fibra CHICO X A4 polvo soluble para mezcla con agua, 0.45 kg. Incluye 28 grs.",HICOA4,BRICOS (MAYOREO ELECTRICO),MXN,21/09/2024,,0,,,0,,740,Crouse Hinds,,
CONDULETS Y ACCESORIOS,Pza,material,"Reduccion Conduit Tipo Campana Con Recubrimiento de PVC De 1-1/2"" a 1"".",REC-53 DBR/ 3318027,ACOMEE,MXN,19/08/2025,,0,,,0,,850,Crouse Hinds,,
,,,,,,,,,0,,,0,,0,,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,Cubre botones aislantes bajos para Interuptor Termo Magn�tico (ITM),1SDA066655R1,MEISA (MONTERREY ELECTRICO INDUSTRIAL SA de CV),MXN,10/11/2023,,0,,,0,,369,ABB,,
ACCESORIOS Y CONSUMIBLES,Pza,material,Placa de Acero De 1/8 de Espesor x 1.22 x 2.44 mts,TG-Plac18,ACEROS CHULAVISTA,MXN,27/01/2025,,0,,,0,,1.5,S/M,,
CABLE PARA SISTEMA DE TIERRAS,mts,material,"Cable monopolar desnudo AWG 250, 290 AMP",DESNUDOSEM250,TRC,USD,29/08/2023,,0,,,0,,19,General Cable,,
,,,,,,,,,0,,,0,,0,,,
,,,,,,,,,0,,,0,,0,,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,"Arrancador VFD para HVAC de 30 HP'S, CA, 480 V, 44,0 A, VT N1",ACH580-01-044A-4,MEISA (MONTERREY ELECTRICO INDUSTRIAL SA de CV),USD,05/08/2025,,0,,,0,,2.195,ABB,,
,,,,,,,,,0,,,0,,0,,,
CABLES DE CONTROL,mts,material,Cable Blindado 4 x 16 con Pantalla y Drain (VENTA POR BOBINA COMPLETA 305 MTS),1492A 010,RISOUL,USD,16/01/2026,,0,,,0,,8,BELDEN,,
CONDULETS Y ACCESORIOS,Pza,material,"Condulet Tipo LB De Aluminio Libre de Cobre de 1/2"", CL-I, Div2 forma 85 Con Recubrimiento de PVC e interior de uretano amarillo",RYC-LB50A,RISOUL,MXN,29/12/2025,,0,,,0,,475,Repsa,,
